Name,Status,Protocol,Vendor,Device Type,Supported products,Installed version,Available version,Nodes in use,Fault license,Performance license,Last modified
"lucent-gtd5","Available","Ascii","Lucent","Switch","GTD5","","6.0.10","0","","",""
"lucent-lcs5010","Available","Snmp","Alcatel-Lucent","Switch","lcs5010","","6.0.10","0","","",""
"lucent-metro-eon-1694","Available","Tl1","Alcatel-Lucent","DWDM","1694 EON","","6.0.10","0","","",""
"lucent-omp","Available","Ascii","Lucent","Switch","OMP","","6.0.10","0","","",""
"lucent-stinger-fs","Available","Snmp","Alcatel-Lucent","DSLAM","Stinger FS","","6.0.10","0","","",""
"lucent-stinger-mrt","Available","Snmp","Alcatel-Lucent","DSLAM","Stinger MRT","","6.0.10","0","","",""
"lucent-wavestar-10g","Available","Tl1","Alcatel-Lucent","MSPP","WaveStar 10G","","6.0.10","0","","",""
"lucent-wavestar-2.5g","Available","Tl1","Alcatel-Lucent","MSPP","WaveStar 2.5G","","6.0.10","0","","",""
"lucent-wavestar-ols","Available","Tl1","Alcatel-Lucent","MSPP","WaveStar OLS","","6.0.10","0","","",""
"marconi-discs","Available","Tl1","Marconi","DLC","DISC*S","","6.0.10","0","","",""
"marconiasx-1000","Available","Snmp","Ericsson","Switch","ASX-1000","","6.0.10","0","","",""
"meinberg-lantime","Available","Snmp","MEINBERG","Server","Time server","","6.0.10","0","","",""
"meriton-3300","Available","Tl1","Meriton Networks","MSTP","3300 OSU","","6.0.10","0","","",""
"metaswitch-ems-D","Available","Snmp","MetaSwitch","Manager","MetaSwitch EMS","","6.0.10","0","","",""
"metaswitch-ems","Available","Snmp","MetaSwitch","Manager","EMS","","6.0.10","0","","",""
"mge-galaxy-ups","Available","Snmp","APC","UPS","MGE GALAXY 4000","","6.0.10","0","","",""
"microsoft-windows","Available","Snmp","Microsoft Corporation","Server","Windows","","6.0.10","0","","",""
"mikrotik-1100","Available","Snmp","Mikrotik","Router","Mikrotik-RB1100","","6.0.10","0","","",""
"minuteman-ups","Available","Snmp","Minuteman","UPS","Ups","","6.0.10","0","","",""
"motorola-apex","Available","Snmp","Motorola, Inc","Unknown","APEX","","6.0.10","0","","",""
"motorola-astria-cp-1216","Available","Snmp","Motorola, Inc","Video Processor","Astria CP-1216","","6.0.10","0","","",""
"motorola-astria-cp-406","Available","Snmp","Motorola, Inc","Video Processor","Astria CP-406","","6.0.10","0","","",""
"motorola-bsr-64000","Available","Snmp","Motorola","CMTS","Motorola BSR 64000","","6.0.10","0","","",""
"motorola-dm6400","Available","Snmp","Motorola","Video Processor","Motorola DM 6400 CherryPicker","","6.0.10","0","","",""
"motorola-dsr-4440","Available","Snmp","Motorola","DTV Receiver","Motorola-dsr4440","","6.0.10","0","","",""
"motorola-dsr-4460","Available","Snmp","Motorola","DTV Receiver","dsr-4460","","6.0.10","0","","",""
"motorola-dsr","Available","Snmp","Motorola","CMTS","Motorola DSR series receivers","","6.0.10","0","","",""
"motorola-modem-sb5101n","Available","Snmp","Motorola","Cable Modem","Motorola SB5101N","","6.0.10","0","","",""
"motorola-modem-sb5101ne","Available","Snmp","Motorola","Cable Modem","Motorola SB5101NE","","6.0.10","0","","",""
"motorola-modem","Available","Snmp","Motorola","Cable Modem","Motorola Modem","","6.0.10","0","","",""
"motorola-se5011","Available","Snmp","Motorola","Unknown","SE-5011","","6.0.10","0","","",""
"motorola-sem","Available","Snmp","Motorola","Unknown","SEM","","6.0.10","0","","",""
"nagios-pm","RPM install failed","None","UNKNOWN","Unknown","","6.0.10","6.0.10","0","enabled","enabled","Sun Jun 18 20:11:25 EDT 2017"
"nec-inc-100ms","Available","Corba","NEC","Manager","INC-100MS","","6.0.10","0","","",""
"nec-nlite-e","Available","Snmp","NEC","Microwave Radio","NLite","","6.0.10","0","","",""
"nec-nlite-n","Available","Snmp","NEC","Microwave Radio","NLite-N","","6.0.10","0","","",""
"nec-nlite","Available","Snmp","NEC","Microwave Radio","NLite","","6.0.10","0","","",""
"nec-nlite155","Available","Snmp","NEC","Microwave Radio","NLite 155","","6.0.10","0","","",""
"nec-nlite45","Available","Snmp","NEC","Microwave Radio","NLite 45","","6.0.10","0","","",""
"nera-etherlink-ver1.0","Available","Snmp","Nera Inc","Microwave Radio","Etherlink-T","","6.0.10","0","","",""
"nera-etherlink","Available","Snmp","Nera Inc","Microwave Radio","Etherlink-T","","6.0.10","0","","",""
"nera-evolution","Available","Snmp","NERA","Microwave Radio","NERA-Evolution","","6.0.10","0","","",""
"netapp-f820","Available","Snmp","NetApp","SAN","NetApp F820 Filer","","6.0.10","0","","",""
"netapp-fas3020","Available","Snmp","NetApp","SAN","NetApp FAS3020 Clustered Filer","","6.0.10","0","","",""
"netiron-cer","Available","Snmp","Brocade","Router","netiron-cer","","6.0.10","0","","",""
"netiron-ces","Available","Snmp","Brocade Communications Systems","Switch","NetIron CES","","6.0.10","0","","",""
"netomnia-server","Installed","Snmp","Centina Systems Inc.","Server","","","6.0.10","2","enabled","enabled","Wed Jun 28 22:34:14 EDT 2017"
"netscreen-firewall","Available","Snmp","Juniper Networks","Firewall","netscreen","","6.0.10","0","","",""
"next-level","Available","Snmp","Next Level","Switch","Next Level","","6.0.10","0","","",""
"nokia-siemens-7300","Available","Tl1","Nokia Siemens Networks","DWDM","*","","6.0.10","0","","",""
"nokia-siemens","Available","Snmp","Nokia Siemens Networks","Manager","TNMS-C","","6.0.10","0","","",""
"norscan-cms-4200","Available","Snmp","Norscan,Inc","Unknown","Norscan-cms-4200","","6.0.10","0","","",""
"nortel-5530","Available","Snmp","Nortel Networks","Switch","5530","","6.0.10","0","","",""
"nortel-accessnode","Available","Tl1","Nortel","MSPP","AccessNode","","6.0.10","0","","",""
"nortel-cpl","Available","Tl1","NORTEL","DWDM","Common Photonic Layer","","6.0.10","0","","",""
"nortel-cs-1500","Available","Ascii","Nortel","Switch","CS 1500","","6.0.10","0","","",""
"nortel-cs2000","Available","Snmp","Nortel Networks","IP_PBX","CS2000","","6.0.10","0","","",""
"nortel-dfms","Available","Ascii","Nortel","Manager","DFMS","","6.0.10","0","","",""
"nortel-dms-10","Available","Ascii","Nortel","Switch","cs-1500,dms,dms-10","","6.0.10","0","","",""
"nortel-dms","Available","Ascii","Nortel","Switch","DMS","","6.0.10","0","","",""
"nortel-ethernet-routing-switch-8600","Available","Snmp","Nortel","Switch","Ethernet Routing Switch 8600","","6.0.10","0","","",""
"nortel-gsm-umts-atca-cs","Available","Ascii","Nortel","Switch","GSM UMTS ATCA-CS","","6.0.10","0","","",""
"nortel-gsm-umts-atca-hlr","Available","Ascii","Nortel","Switch","GSM UMTS ATCA-HLR","","6.0.10","0","","",""
"nortel-gsm-umts-mg","Available","Ascii","Nortel","Switch","GSM UMTS MG","","6.0.10","0","","",""
"nortel-mscarrier-mscpassport","Available","Snmp","Nortel Networks","MSSP","Nortel MsCcarrier-MscPassport","","6.0.10","0","","",""
"nortel-om-3000-np","Available","Tl1","NORTEL","MSPP",".*Metro 3000.*","","6.0.10","0","","",""
"nortel-om-3500","Available","Tl1","NORTEL","MSPP",".*Metro 3500.*","","6.0.10","0","","",""
"nortel-om-5200","Available","Tl1","NORTEL","MSTP","Optical Metro.*","","6.0.10","0","","",""
"nortel-ome-6110","Available","Tl1","NORTEL","MSTP",".*Multiservice Edge 6110.*","","6.0.10","0","","",""
"nortel-ome-6130","Available","Tl1","NORTEL","MSTP",".*Multiservice Edge 6130.*","","6.0.10","0","","",""
"nortel-ome-6500","Available","Tl1","NORTEL","MSTP","Optical Multiservice Edge 6500.*","","6.0.10","0","","",""
"nortel-opc","Available","Tl1","Nortel","Agent","OPC","","6.0.10","0","","",""
"nortel-optera-metro","Available","Tl1","Nortel","MSPP","OPTera Metro","","6.0.10","0","","",""
"nortel-sdmn-oc192","Available","Tl1","Nortel","MSPP","SDMN-OC192","","6.0.10","0","","",""
"nortel-sdms-oc12","Available","Tl1","Nortel","MSPP","SDMS-OC12","","6.0.10","0","","",""
"nortel-sdms-oc3","Available","Tl1","Nortel","MSPP","SDMS-OC3","","6.0.10","0","","",""
"nortel-sdms-oc48","Available","Tl1","Nortel","MSPP","SDMS-OC48","","6.0.10","0","","",""
"nortel-universal-sp","Available","Ascii","Nortel","Switch","Universal Signaling Point","","6.0.10","0","","",""
"nortel-wnms","Available","Ascii","Nortel","Manager","WNMS","","6.0.10","0","","",""
"nsn-netact","Available","Corba","Nokia Seimens","Manager","NSN Netact EMS","","6.0.10","0","","",""
"ntest-fiberwatch","Available","Snmp","NTEST","Unknown","Fiber Watch","","6.0.10","0","","",""
"nuera","Available","Snmp","Nuera","Gateway","Nuera BTX 4K","","6.0.10","0","","",""
"occam-blc-6000","Available","Snmp","Occam Networks","BLC","Occam BLC","","6.0.10","0","","",""
"occam-on2342","Available","Snmp","Occam Networks","Unknown","ON2342","","6.0.10","0","","",""
"occam-on2364","Available","Snmp","Occam Networks","Unknown","ON2364","","6.0.10","0","","",""
"occam-view","Available","Snmp","Occam Networks","Manager","Occamview","","6.0.10","0","","",""
"omnitron-cwdm","Available","Snmp","Omnitron Systems","MUX","omnitron-cwdm","","6.0.10","0","","",""
"open-vswitch","Available","Api","OpenDayLight","","","","6.0.10","0","","",""
"opendaylight","Available","Api","OpenDayLight","","","","6.0.10","0","","",""
"openstack","Available","Api","OpenStack","","","","6.0.10","0","","",""
"opterna-am-omni2000","Available","Snmp","Opterna AM","Manager","Omni2000","","6.0.10","0","","",""
"optima-tele","Available","Snmp","Optima Tele.com, Inc.","Switch","Optima Tlan","","6.0.10","0","","",""
"overture-isg-1400","Available","Snmp","OVERTURE","MSPP","ISG-1400","","6.0.10","0","","",""
"packeteer-packetshaper","Available","Snmp","Packeteer","PacketShaper","PacketShaper","","6.0.10","0","","",""
"paradyne-grandslam-4200-atm","Available","Snmp","Paradyne","DSLAM","GranDSLAM 4200 ATM","","6.0.10","0","","",""
"peerapp","Available","Snmp","PeerApp","Server","PeerApp Server","","6.0.10","0","","",""
"phoenix-contactagent","Available","Snmp","Phoenix Broadband","Agent","ContactAgent","","6.0.10","0","","",""
"phoenix-controller","Available","Snmp","Lineage Power","Rectifier","phoenix-ii-controller","","6.0.10","0","","",""
"procera-packetlogic","Available","Snmp","Procera Networks","Unknown","PacketLogic","","6.0.10","0","","",""
"quadro","Available","Snmp","Epygi Technologies","IP_PBX","IP_PBX","","6.0.10","0","","",""
"rad-0547","Available","Snmp","RAD data communications","MUX","Rad-0547","","6.0.10","0","","",""
"rad-203","Available","Snmp","RAD data communications","Demarcation Device","Rad-203,Rad-220","","6.0.10","0","","",""
"rgb-bnp-3xr","Available","Snmp","RGB Networks","Video Processor","RGB Broadcast Network Processor","","6.0.10","0","","",""
"rgb-sep","Available","Snmp","RGB networks","Server","RGB-SEP","","6.0.10","0","","",""
"ruckus-controller-zd3000","Available","Snmp","Ruckus Wireless, Inc.","Unknown","ZD3000","","6.0.10","0","","",""
"ruckus-scg","Available","Snmp","Ruckus Wireless, Inc.","Service Controller","SCG","","6.0.10","0","","",""
"rxg-a4","Available","Snmp","RG Nets, Inc","Gateway","Revenue eXtraction Gateway","","6.0.10","0","","",""
"sageon-rectifier","Available","Snmp","C and D Technologies, Inc","Rectifier","Sageon Rectifier","","6.0.10","0","","",""
"segway-stp","Available","Snmp","Performance Technologies","Switch","SEGway STP","","6.0.10","0","","",""
"seldon-continuity-sps","Available","Snmp","Seldon Systems","Manager","Continuity SPS","","6.0.10","0","","",""
"sencore-vb220","Available","Snmp","Sencore","Video Platform","VB220","","6.0.10","0","","",""
"siae-microelettronica-nms5ux","Available","Snmp","siae microelettronica","Manager","siae-microelettronica-nms5ux","","6.0.10","0","","",""
"siae","Available","Snmp","siae microelettronica","Manager","siae","","6.0.5","0","","",""
"snmp-discoverytree","Installed","Snmp","Centina","Unknown","-","6.0.10","6.0.10","0","enabled","enabled","Wed Jun 28 22:35:42 EDT 2017"
"solarwinds-orion","Available","Snmp","SolarWinds","Manager","SolarWinds Orion","","6.0.10","0","","",""
"sonicwall-pro4100","Available","Snmp","SonicWALL","Firewall","SonicWALL Pro 4100","","6.0.10","0","","",""
"sonicwall-tz-170","Available","Snmp","SonicWALL","Firewall","SonicWALL TZ  170","","6.0.10","0","","",""
"sonus-dsi","Available","Snmp","SONUS","Unknown","Sonus-dsi","","6.0.10","0","","",""
"sonus-ems","Available","Snmp","sonus","Manager","sonus-ems","","6.0.10","0","","",""
"sonus-gsx-9000","Available","Snmp","Sonus Networks","Switch","Sonus GSX9000","","6.0.10","0","","",""
"sonus-psx","Available","Snmp","Sonus Networks, Inc.","Unknown","SONUS-PSX","","6.0.10","0","","",""
"sonus-sbc-5200","Available","Snmp","Sonus","SBC","SBC","","6.0.10","0","","",""
"sonus-sgx4000","Available","Snmp","Sonus","Gateway","SGX","","6.0.10","0","","",""
"ss8-ac20","Available","Snmp","Centigram Communications, Corp","Unknown","SS8-AC20","","6.0.10","0","","",""
"starhome-tre-platform","Available","Snmp","StarHome","Unknown","StarHome TRE platform","","6.0.10","0","","",""
"streamwide-prepaid-server","Available","Snmp","StreamWide","Unknown","SreamWide pre-paid sever","","6.0.10","0","","",""
"streamwide-voicemail-platform","Available","Snmp","StreamWide","Unknown","SreamWide Voicemail Platform","","6.0.10","0","","",""
"sun-bladecenter-6000","Available","Snmp","Oracle","Server","Blade","","6.0.10","0","","",""
"sun-ilom","Available","Snmp","Oracle","Manager","Sun ILOM","","6.0.10","0","","",""
"sun-sparc","Available","Snmp","Oracle","Server","Sparc","","6.0.10","0","","",""
"symmetricom-ssu-2000-snmp","Available","Snmp","SYMMETRICOM","Unknown","SSU2000","","6.0.10","0","","",""
"symmetricom-ssu-2000","Available","Tl1","Symmetricom","SSU","SSU2000","","6.0.10","0","","",""
"symmetricom-timecreator-1000","Available","Snmp","SYMMETRICOM","Server","TIME CREATOR 1000","","6.0.10","0","","",""
"symmetricom-tp-5000","Available","Snmp","Symmetricom","Unknown","UNKNOWN","","6.0.10","0","","",""
"syslog","Available","Ascii","Syslog","Server","SYSLOG","","6.0.10","0","","",""
"tandberg-iplex","Available","Snmp","Tandberg Television","Video Processor","iplex","","6.0.10","0","","",""
"taqua-t7000","Available","Snmp","Taqua","Switch","T7000","","6.0.10","0","","",""
"tasman-6300","Available","Snmp","Tasman Networks","Router","Tasman 6300","","6.0.10","0","","",""
"technicolor-modem","Available","Snmp","Technicolor","Cable Modem","Technicolor TC7200","","6.0.10","0","","",""
"technicolor-mta","Available","Snmp","Technicolor","MTA","*","","6.0.10","0","","",""
"tekelec-eagle","Available","Ascii","Tekelec","Switch","Eagle STP","","6.0.10","0","","",""
"telco-systems-edgelink100","Available","Tl1","Telco Systems, Inc","MUX","EdgeLink100","","6.0.10","0","","",""
"telco-systems-t5c-xg","Available","Snmp","Telco Systems","Switch","T5C-XG","","6.0.10","0","","",""
"telco-systems-tmarc-250","Available","Snmp","Telco Systems","Demarcation Device","T-Marc 250","","6.0.10","0","","",""
"telco-systems-tmarc-280","Available","Snmp","Telco Systems","Demarcation Device","T-Marc 280","","6.0.10","0","","",""
"telco-systems-tmarc-300","Available","Snmp","Telco Systems","Demarcation Device","T-Marc 300","","6.0.10","0","","",""
"telco-tmarc-3348s","Available","Snmp","Telco","Demarcation Device","T-marc","","6.0.10","0","","",""
"telco-tmetro-8001","Available","Snmp","TelcoSystems","Switch","T-metro-8001,Telco-7124","","6.0.10","0","","",""
"tellabs-5500-ngx-s","Available","Tl1","Tellabs","Switch","5500-NGX-S","","6.0.10","0","","",""
"tellabs-5500","Available","Tl1","Tellabs","MSPP","5500","","6.0.10","0","","",""
"tellabs-7100","Available","Tl1","Tellabs","OSTP","Nano 7100","","6.0.10","0","","",""
"tellabs-accessmax","Available","Tl1","Tellabs","MSPP","AccessMAX","","6.0.10","0","","",""
"tellabs-titan-532L-7.1","Available","Ascii","Tellabs","DCS","Titan 532L","","6.0.10","0","","",""
"tellabs-titan-532L","Available","Ascii","Tellabs","DCS","Titan 532L","","6.0.10","0","","",""
"tems-nms","Available","Snmp","Tyco Electronics","Agent","Tems-nms","","6.0.10","0","","",""
"thomson-modem-tcw750-4","Available","Snmp","Thomson","Cable Modem","Thomon  TCW750-4","","6.0.10","0","","",""
"thomson-modem-tcw770","Available","Snmp","Thomson","Cable Modem","Thomson TCW770","","6.0.10","0","","",""
"thomson-modem-tcw850-4","Available","Snmp","Thomson","Cable Modem","Thomon  TCW850-4","","6.0.10","0","","",""
"thomson-modem","Available","Snmp","Thomson","Cable Modem","Thomson Modem","","6.0.10","0","","",""
"thomson-mta","Available","Snmp","Thomson","MTA","*","","6.0.10","0","","",""
"transition-cpsmm","Available","Snmp","Transition Networks","Unknown","MCC-16 MEDIA CONVERTER CHASSIS","","6.0.10","0","","",""
"tripplite-ups","Available","Snmp","Tripp Lite","UPS","UPS","","6.0.10","0","","",""
"turin-trans-access","Available","Tl1","Turin Networks","ADM","TransAccess","","6.0.10","0","","",""
"turin-trans-nav","Available","Tl1","Turin Networks","Manager","TransNav","","6.0.10","0","","",""
"turin-traverse-edge","Available","Tl1","Turin Networks","ADM","TraverseEdge","","6.0.10","0","","",""
"turin-traverse","Available","Tl1","Turin Networks","MSPP","Traverse","","6.0.10","0","","",""
"unknown-mib","Available","Snmp","Unknown SNMP Agent","Unknown","UNKNOWN","","6.0.10","0","","",""
"UNKNOWN","Installed","Tl1","Unknown Vendor","Unknown","Unknown Product","6.0.10","6.0.10","1","enabled","enabled","Wed Jun 28 22:34:15 EDT 2017"
"valere-dc-power-bc2000","Available","Snmp","Eltek Valere","Rectifier","BC2000","","6.0.10","0","","",""
"valere-dc-power-ver1.0","Available","Snmp","Eltek Valere","Power Equipment","DC POWER","","6.0.10","0","","",""
"valere-dc-power-xc2100","Available","Snmp","Eltek Valere","Power Equipment","Modular Power System XC2100","","6.0.10","0","","",""
"valere-dc-power","Available","Snmp","Eltek Valere","Power Equipment","DC POWER","","6.0.10","0","","",""
"vecima-edge-modulator-v1102","Available","Snmp","Vecima Networks","Video Processor","Edge-Modulator","","6.0.10","0","","",""
"verimatrix-server","Available","Snmp","Verimatrix","Server","verimatrix-server","","6.0.10","0","","",""
"viptela-vmanage","Available","Api","Viptela","","","","6.0.10","0","","",""
"vmware-esx","Available","Snmp","VMware, Inc.","Server","ESX","","6.0.10","0","","",""
"vmware-esxi-server","Available","Snmp","VMware, Inc.","Server","vmware-esxi-server","","6.0.10","0","","",""
"vmware-vcenter-server","Available","Snmp","VMware, Inc.","Server","vmware-vcenter-server","","6.0.10","0","","",""
"vmware","Available","Api","VMWare Inc","","","","6.0.10","0","","",""
"wave-7-trident","Available","Snmp","Wave7 Optics, Inc","OLT","Trident","","6.0.10","0","","",""
"winlink-1000","Available","Snmp","RADWIN","Unknown","UNKNOWN","","6.0.10","0","","",""
"wnms-snmp","Available","Snmp","Nokia Siemens Networks","Manager","TNMS-C","","6.0.10","0","","",""
"wow-seldon-continuity-sps","Available","Snmp","Seldon Systems","Manager","Continuity SPS","","6.0.10","0","","",""
"wow-swarm","Available","Snmp","WOW","Manager","Zhone EMS","","6.0.10","0","","",""
"xtera-nuwave-optima","Available","Tl1","Xtera Communications","Manager","NuWave Optima","","6.0.10","0","","",""
"zhone-arca-dacs-100","Available","Tl1","Zhone Technoligies","DCS","Arca-Dacs 100","","6.0.10","0","","",""
"zhone-generic","Available","Snmp","Zhone Technologies","Unknown","Zhone Generic","","6.0.10","0","","",""
"zhone-malc","Available","Snmp","Zhone Technologies","MSPP","Zhone Multiple Access Loop Concentrator - MALC","","6.0.10","0","","",""
"zhone-mgr","Available","Snmp","Zhone Technologies","Manager","Zhone EMS","","6.0.10","0","","",""
"zhone-mxk","Available","Snmp","Zhone Technologies","MSPP","Zhone-MXK","","6.0.10","0","","",""
"zhone-r100adls2pgige","Available","Snmp","Zhone Technologies","MSPP","Zhone R100 ADSL2P GigE","","6.0.10","0","","",""
"zhone-raptor-malc-ip","Available","Snmp","Zhone Technologies","DSLAM","Zhone Raptor Multiple Access Loop Concentrator with IP termination- MALC","","6.0.10","0","","",""
"zhone-raptor-malc","Available","Snmp","Zhone Technologies","DSLAM","Zhone Raptor Multiple Access Loop Concentrator MALC","","6.0.10","0","","",""
"zhone-zms","Available","Snmp","Zhone Technologies","Manager","ZMS","","6.0.10","0","","",""
"zhone-znid","Available","Snmp","Zhone Technologies","Unknown","Znid","","6.0.10","0","","",""
"zte-c300","Available","Snmp","ZTE","OLT","ZXA10 C300","","6.0.10","0","","",""
"zte-netnumen-m3","Available","Snmp","ZTE Corporation Ltd","Manager","NetNumen M3(ZXC10 BSSB)","","6.0.10","0","","",""
